LOGMSTAR,MU_DELTA,LOGMH,LOGMH_S,LOGMGAS,NAME,B_A,B_A_INNERDISK
9.81,8.69243,11.5679,11.4539,10.2185,rs0260 ,0.34,0.434591
10.03,9.15807,11.6049,11.6149,9.16091,rs0261 ,0.61,0.61116
8.59,8.38082,11.5879,11.4599,9.17453,rs0262 ,0.58,0.610657
9.77,8.09113,11.5879,11.4599,10.0627,rs0263 ,0.25,0.249496
8.55,8.63653,11.0069,10.9499,9.31662,rs0264 ,0.87,0.865476
7.97,7.24702,10.6624,10.8265,8.82868,rs0265 ,0.57,0.5679
9.93,9.33555,12.5829,12.5679,8.70271,rs0266 ,0.52,0.614018
10.17,9.01972,12.5829,12.5679,9.7681,rs0267 ,0.53,0.359
10.85,9.86086,12.5829,12.5679,9.7739,rs0268 ,0.88,0.823426
9.07,8.25302,11.1859,11.1679,9.37211,rs0269 ,0.74,0.757806
9.61,8.28311,11.6079,11.6149,10.1222,rs0270 ,0.69,0.758292
8.77,7.47344,11.0779,11.0309,9.51295,rs0271 ,0.43,0.463914
8.05,7.48727,12.5829,12.5679,8.55745,rs0272 ,0.37,0.387591
9.11,8.40009,12.5829,12.5679,9.36191,rs0273 ,0.49,0.502863
9.35,8.48599,11.3529,11.3019,9.56048,rs0274 ,0.82,0.837103
8.99,7.54524,11.1499,11.0879,9.64056,rs0275 ,0.48,0.4713
8.87,8.35154,11.5009,11.3909,9.91186,rs0276 ,0.37,0.361126
8.53,8.01502,11.5009,11.3909,8.85758,rs0277 ,0.38,0.388057
9.61,8.29551,11.5009,11.3909,9.5198,rs0278 ,0.39,0.402405
10.29,10.2538,11.5109,11.6959,8.93888,rs0279 ,0.93,0.942393
9.45,8.41339,11.3519,11.3149,9.90849,rs0280 ,0.5,0.505697
8.01,7.63926,10.4255,10.8343,8.58189,rs0281 ,0.35,0.382098
9.71,9.4087,11.3849,11.4589,9.38836,rs0282 ,0.64,0.697517
9.03,7.11885,11.2579,11.1909,9.82538,rs0283 ,0.44,0.326658
8.59,8.50884,10.9629,10.9469,9.45276,rs0284 ,0.72,0.72821
8.21,8.49704,10.6327,10.875,8.8225,rs0285 ,0.85,0.872297
8.43,8.75936,10.7343,10.9247,8.23658,rs0286 ,0.9,0.841261
7.85,8.04963,10.1932,10.8041,9.37695,rs0287 ,0.7,0.692097
10.43,8.56618,11.8729,11.8819,9.68553,rs0288 ,0.42,0.413055
9.07,7.98387,11.0999,11.1409,9.07202,rs0289 ,0.45,0.450842
8.49,7.28201,11.0419,10.9529,9.58278,rs0290 ,0.37,0.377166
8.13,8.28852,10.6757,10.8582,8.91681,rs0291 ,0.64,0.645265
8.37,8.52859,10.823,10.8919,8.39751,rs0292 ,0.95,0.966816
7.87,7.5168,10.616,10.8077,9.02461,rs0293 ,0.64,0.635292
8.09,6.89744,10.5,10.8501,9.24178,rs0294 ,0.49,0.572143
8.29,8.03642,10.7153,10.8924,8.33669,rs0295 ,0.81,0.817742
8.35,6.27994,10.9469,11.0599,9.44325,rs0296 ,0.47,0.290819
8.45,8.55696,10.8599,10.9099,9.39334,rs0297 ,0.75,0.813063
8.07,8.31339,10.5617,10.8461,8.4122,rs0298 ,0.64,0.661038
10.29,8.56059,11.7689,11.8029,10.2175,rs0299 ,0.26,0.264299
8.53,7.52302,11.2949,11.1309,9.44595,rs0300 ,0.73,0.831729
8.41,7.31164,10.8598,10.9579,9.51028,rs0301 ,0.24,0.344733
8.03,7.98289,10.7879,10.8619,9.11341,rs0302 ,0.75,0.753495
8.55,7.13001,11.0189,10.9729,9.47518,rs0303 ,0.24,0.244567
7.73,7.78969,10.1637,10.7825,9.17806,rs0304 ,0.74,0.741701
8.37,7.48753,10.9319,10.9049,9.20216,rs0305 ,0.41,0.39253
9.71,8.43762,11.2469,11.4799,8.80417,rs0306 ,0.21,0.344998
8.03,7.44834,10.4836,10.8382,8.96929,rs0307 ,0.81,0.842602
9.49,7.74062,11.5809,11.3649,9.88139,rs0308 ,0.83,0.83734
7.95,7.29139,11.5809,11.3649,8.21741,rs0309 ,0.88,0.847214
10.73,9.68418,11.9609,12.1679,9.46731,rs0310 ,0.47,0.507614
8.13,8.02281,10.7451,10.8779,8.76436,rs0311 ,0.61,0.596136
7.91,8.45048,10.2276,10.8152,8.20784,rs0312 ,0.68,0.674231
9.83,8.81842,11.4809,11.4919,9.94698,rs0313 ,0.53,0.53132
9.21,7.0772,11.4669,11.2319,9.85113,rs0314 ,0.74,0.736
9.89,9.85251,11.6839,11.6459,9.32696,rs0315 ,0.86,0.856563
9.81,8.25783,11.6839,11.6459,9.19831,rs0316 ,0.26,0.303968
8.45,7.25088,10.9049,10.9129,9.46358,rs0317 ,0.71,0.717056
8.09,7.6559,10.7511,10.8679,9.3693,rs0318 ,0.44,0.422208
9.73,9.97386,11.3059,11.4079,9.56234,rs0320 ,0.71,0.693799
8.79,8.07991,11.1869,11.0889,9.37157,rs0321 ,0.8,0.805067
8.53,7.59258,11.4569,11.3989,9.06526,rs0322 ,0.9,0.822081
9.15,8.32428,11.1039,11.1849,9.76534,rs0323 ,0.27,0.257783
9.63,9.13128,11.4569,11.3989,9.19557,rs0324 ,0.55,0.601483
8.49,7.25203,11.4569,11.3989,9.14007,rs0325 ,0.61,0.662259
7.65,8.04009,9.9094,10.7685,7.9922,rs0326 ,0.83,0.888662
8.39,7.21473,11.3319,11.4959,9.09449,rs0327 ,0.72,0.804497
8.93,8.329,11.0979,11.0599,9.42774,rs0328 ,0.59,0.597669
9.85,9.89647,11.3319,11.4959,9.09863,rs0329 ,0.69,0.686793
8.73,7.80597,11.0259,11.0049,9.48461,rs0330 ,0.91,0.736542
9.59,8.1591,11.3809,11.3989,10.23,rs0331 ,0.25,0.274873
8.49,6.80187,11.3809,11.3989,9.76532,rs0332 ,0.32,0.671449
7.83,8.05912,11.7979,11.7529,7.68607,rs0333 ,0.91,0.884693
9.19,8.36788,11.7979,11.7529,9.4821,rs0334 ,0.38,0.468073
10.17,8.89433,11.7979,11.7529,9.55784,rs0335 ,0.43,0.46801
9.03,8.04837,11.1599,11.1459,9.75496,rs0336 ,0.55,0.530372
9.31,8.11157,11.3669,11.2789,9.63822,rs0337 ,0.32,0.371911
8.23,7.08887,10.7923,10.8689,8.78916,rs0338 ,0.25,0.277927
9.13,8.99172,11.1299,11.1669,9.26085,rs0339 ,0.73,0.626514
8.89,8.36837,11.0129,11.0569,8.72502,rs0340 ,0.73,0.752815
8.69,7.8309,11.0799,11.0179,9.34523,rs0341 ,0.5,0.508942
7.99,7.6982,10.5657,10.8304,8.45768,rs0342 ,0.6,0.601328
8.61,7.32079,11.0369,10.9989,9.39943,rs0343 ,0.62,0.665185
9.01,8.85542,11.0649,11.0869,9.21756,rs0344 ,0.65,0.63932
8.25,8.52749,11.7649,11.4779,9.18168,rs0345 ,0.92,0.959053
8.25,7.59091,11.7649,11.4779,8.89665,rs0346 ,0.42,0.417417
9.85,9.64221,11.7649,11.4779,10.0378,rs0347 ,0.85,0.912046
8.15,8.59996,11.7649,11.4779,8.8119,rs0348 ,0.68,0.659044
8.45,7.22797,11.0179,10.9279,9.51565,rs0349 ,0.28,0.298979
8.93,9.17573,11.1479,11.0919,9.36302,rs0350 ,0.93,0.966158
10.71,10.071,12.0469,12.2509,9.06667,rs0351 ,0.72,0.700256
9.01,7.70815,12.0469,12.2509,8.34483,rs0352 ,0.44,0.537019
8.71,7.66391,12.0469,12.2509,8.87218,rs0353 ,0.8,0.754271
8.59,8.29533,11.0059,10.9529,9.12771,rs0354 ,0.38,0.381907
10.29,9.18661,11.9309,11.9129,9.91565,rs0356 ,0.55,0.543906
8.09,7.55248,11.1059,11.2149,8.9468,rs0357 ,0.71,0.718268
9.51,8.39804,11.9309,11.9129,9.93852,rs0358 ,0.37,0.388541
8.11,7.06686,10.8508,10.8739,9.10727,rs0360 ,0.37,0.444264
8.99,8.79325,11.7769,11.9529,7.98244,rs0361 ,0.48,0.501184
10.53,9.40066,11.7769,11.9529,9.14636,rs0362 ,0.28,0.32821
8.73,7.73488,11.7769,11.9529,9.54994,rs0363 ,0.42,0.449137
8.51,8.39427,10.9489,10.9849,8.49084,rs0364 ,0.68,0.681233
8.95,7.78396,11.1659,11.1069,9.29341,rs0365 ,0.53,0.543561
9.89,9.43503,11.3589,11.5039,8.57679,rs0366 ,0.41,0.394654
8.27,7.38781,10.9249,10.9249,9.30075,rs0367 ,0.89,0.956111
8.11,7.48997,10.7203,10.8542,9.28358,rs0368 ,0.84,0.84
7.99,7.81534,10.3254,10.8304,9.37519,rs0369 ,0.73,0.883953
7.87,7.72017,10.3784,10.8077,8.47958,rs0370 ,0.6,0.592165
9.53,8.17626,11.3909,11.3339,9.50901,rs0371 ,0.47,0.49163
8.43,7.55704,11.4169,11.2669,9.18043,rs0372 ,0.67,0.66127
9.21,8.86383,11.4169,11.2669,9.72573,rs0373 ,0.92,0.925288
8.67,7.50095,10.9509,10.9769,9.40193,rs0374 ,0.22,0.215747
8.27,7.04862,10.9079,10.9009,9.68076,rs0375 ,0.25,0.197708
9.43,8.1906,11.2889,11.2529,9.32271,rs0376 ,0.6,0.609419
9.43,7.46112,11.3789,11.1819,9.81641,rs0377 ,0.34,0.328549
9.55,8.46045,11.2819,11.3029,9.72192,rs0378 ,0.63,0.632569
8.65,7.78962,10.9409,10.9669,9.14338,rs0379 ,0.5,0.510576
9.03,9.12971,11.1129,11.1179,8.33444,rs0380 ,0.93,0.903005
8.69,8.12612,11.0319,10.9849,8.73669,rs0381 ,0.82,0.803303
10.37,8.39644,12.6369,12.5779,9.69322,rs0382 ,0.89,0.795689
10.93,9.84548,12.6369,12.5779,9.41366,rs0383 ,0.7,0.69831
8.79,8.02342,11.1139,11.0399,9.1576,rs0384 ,0.92,0.911283
8.77,8.15718,12.6369,12.5779,7.90036,rs0385 ,0.79,0.800955
9.05,8.65912,11.0909,11.1279,9.14011,rs0386 ,0.52,0.508857
8.53,7.66811,10.9829,10.9729,9.00081,rs0387 ,0.71,0.797312
8.21,7.8992,10.7967,10.8679,8.59519,rs0388 ,0.74,0.745025
8.75,7.59947,10.9489,11.1109,9.2686,rs0389 ,0.23,0.231837
10.81,9.34475,12.5989,12.5269,10.2188,rs0390 ,0.45,0.440075
9.33,8.08434,12.5989,12.5269,9.4379,rs0391 ,0.8,0.799733
8.75,8.44022,11.0759,11.0159,9.40469,rs0392 ,0.8,0.800436
8.99,7.66106,11.1449,11.1249,9.44228,rs0393 ,0.28,0.338792
8.25,8.16226,10.9079,10.9009,8.90131,rs0394 ,0.5,0.503082
8.41,7.27585,10.9009,10.9229,9.18995,rs0395 ,0.53,0.531768
10.57,9.41721,11.8029,12.0229,10.0451,rs0396 ,0.28,0.284933
9.75,9.10161,11.5989,11.6069,8.92195,rs0397 ,0.72,0.774488
9.73,8.72437,11.5989,11.6069,9.58067,rs0398 ,0.29,0.2399
10.19,9.92143,11.4699,11.6709,8.81532,rs0399 ,0.69,0.752004
9.61,8.16392,11.4549,11.3519,9.8962,rs0401 ,0.53,0.566086
10.77,9.95402,12.0669,12.2199,9.15832,rs0402 ,0.37,0.437678
8.67,8.12412,12.0669,12.2199,8.51004,rs0403 ,0.92,0.940261
8.23,8.56751,12.2559,12.3309,8.75051,rs0404 ,0.81,0.816524
10.73,8.73874,12.2559,12.3309,10.3364,rs0405 ,0.3,0.388845
9.77,9.67578,11.3529,11.4359,9.45052,rs0406 ,0.92,0.930062
9.83,10.3474,12.2559,12.3309,8.52947,rs0407 ,0.81,0.889675
8.77,8.35844,11.3529,11.4359,8.43173,rs0408 ,0.74,0.752041
9.39,8.27383,12.2559,12.3309,9.31951,rs0409 ,0.51,0.58297
8.53,7.22434,10.9989,10.9329,9.38433,rs0410 ,0.33,0.48326
8.75,8.32656,10.9959,11.0189,8.40391,rs0411 ,0.62,0.627728
7.85,7.96668,10.1019,10.8041,8.0378,rs0412 ,0.75,0.741533
7.63,7.82309,10.0743,10.765,8.25201,rs0413 ,0.77,0.761545
8.03,8.29128,10.6634,10.8382,8.60188,rs0414 ,0.67,0.637914
7.99,8.34188,10.7725,10.8619,8.77968,rs0415 ,0.62,0.617563
8.35,7.88736,11.1269,11.0199,9.30111,rs0416 ,0.53,0.603849
8.57,7.24962,11.1269,11.0199,9.27413,rs0417 ,0.55,0.504033
8.51,7.28903,11.0989,10.9879,9.79333,rs0418 ,0.48,0.485452
9.25,9.70926,11.1189,11.2149,9.25879,rs0419 ,0.83,0.709082
10.11,8.42447,11.6219,11.7189,9.74562,rs0420 ,0.19,0.248611
8.47,7.54573,10.9729,10.9229,9.51367,rs0421 ,0.43,0.429555
8.37,8.40722,10.9129,10.9089,8.8651,rs0422 ,0.69,0.696754
8.75,7.87626,11.4309,11.3529,9.03272,rs0423 ,0.89,0.868014
8.45,8.25673,11.0869,11.0199,9.4509,rs0424 ,0.51,0.557383
9.45,8.34679,11.4309,11.3529,9.95501,rs0425 ,0.29,0.306861
8.73,9.07345,10.2722,11.0037,7.27584,rs0426 ,0.7,0.703663
8.59,8.07442,11.0469,11.0569,9.68891,rs0427 ,0.87,0.908786
8.75,7.77125,11.8559,11.7859,8.81942,rs0428 ,0.37,0.370211
8.79,7.75385,10.9729,11.0279,9.26756,rs0429 ,0.31,0.372839
8.39,8.19052,11.0869,11.0199,9.17444,rs0430 ,0.79,0.813193
7.83,7.21312,10.324,10.8004,8.51314,rs0431 ,0.33,0.33229
8.55,7.42201,11.0459,10.9409,9.35246,rs0432 ,0.5,0.378835
9.27,8.36664,11.1569,11.1719,8.73367,rs0433 ,0.68,0.680219
8.39,8.43802,10.8128,10.8949,8.49197,rs0434 ,0.7,0.687523
8.87,7.65301,11.0129,11.0559,9.01048,rs0435 ,0.29,0.286806
10.01,8.21197,11.8559,11.7859,9.53312,rs0436 ,0.26,0.274256
8.49,8.20048,11.8559,11.7859,9.17314,rs0437 ,0.36,0.457713
8.51,7.68388,11.8559,11.7859,8.34174,rs0438 ,0.44,0.384804
9.33,8.37571,11.3479,11.2639,10.1768,rs0439 ,0.73,0.663453
10.13,9.63197,11.5699,11.6549,9.44197,rs0440 ,0.71,0.853117
8.17,7.17162,10.7641,10.8665,8.70348,rs0441 ,0.52,0.645902
8.35,7.86786,11.3249,11.2089,9.0518,rs0442 ,0.53,0.531781
8.39,8.11391,10.5623,10.9152,8.91062,rs0443 ,0.67,0.67322
9.17,8.18349,11.3249,11.2089,9.45127,rs0444 ,0.49,0.489017
8.91,8.68282,12.8639,12.7019,8.04037,rs0445 ,0.83,0.820066
10.01,10.0628,12.8639,12.7019,9.39831,rs0446 ,0.66,0.558475
8.97,7.60424,11.0649,11.0699,9.60044,rs0447 ,0.62,0.53053
8.77,8.58797,11.0069,11.0189,8.91733,rs0448 ,0.9,0.912119
9.89,8.44883,11.4989,11.4849,9.6666,rs0449 ,0.45,0.461833
7.65,7.66365,10.3422,10.7685,8.98181,rs0450 ,0.74,0.794335
10.55,9.27419,12.0999,12.0079,10.1258,rs0451 ,0.4,0.404929
9.61,9.56541,11.3149,11.3719,8.87585,rs0452 ,0.55,0.490288
9.77,9.24541,11.4829,11.4279,9.5473,rs0453 ,0.9,0.965565
9.31,7.89278,11.1259,11.2159,9.58423,rs0454 ,0.25,0.251498
7.67,7.55005,11.0579,11.1229,8.79349,rs0455 ,0.75,0.801234
9.03,7.72692,11.0579,11.1229,9.28626,rs0456 ,0.26,0.258234
8.05,7.95196,10.5855,10.8421,8.421,rs0457 ,0.91,0.913
9.69,8.08282,11.4229,11.3949,9.51395,rs0458 ,0.67,0.716072
7.91,7.18987,10.4333,10.8152,9.06038,rs0459 ,0.57,0.5425
8.57,7.69909,11.2649,11.1229,9.75649,rs0460 ,0.66,0.61682
10.01,8.54671,11.8769,11.5809,10.0285,rs0461 ,0.95,0.915724
8.17,8.3747,10.6541,10.8665,8.51221,rs0462 ,0.79,0.791859
8.75,8.67154,11.2649,11.1229,9.09498,rs0463 ,0.76,0.811579
8.13,7.10676,10.7949,10.8639,8.98022,rs0464 ,0.94,0.703132
7.75,7.64609,10.3357,10.786,8.90178,rs0465 ,0.68,0.674055
10.57,8.61103,12.1679,12.0089,9.8528,rs0466 ,0.56,0.709376
8.33,7.7617,10.7463,10.9014,9.48025,rs0467 ,0.55,0.543328
9.23,8.19298,12.1679,12.0089,9.26848,rs0468 ,0.64,0.665511
8.47,7.28365,11.0709,10.9279,9.56038,rs0469 ,0.74,0.738771
8.65,8.08454,11.0529,10.9829,9.40531,rs0470 ,0.53,0.516172
7.91,7.12149,10.6756,10.8152,9.44229,rs0471 ,0.68,0.964616
8.27,8.24316,10.9289,10.9029,9.27645,rs0472 ,0.54,0.511286
8.43,7.43714,11.1289,11.0499,9.52038,rs0473 ,0.45,0.341172
8.55,7.699,11.1289,11.0499,9.18571,rs0474 ,0.9,0.764462
8.29,7.60795,10.6921,10.8924,8.92009,rs0475 ,0.55,0.538677
9.31,7.88941,11.2509,11.2319,9.59433,rs0476 ,0.56,0.579653
8.57,7.73593,12.0559,11.5819,9.35968,rs0477 ,0.48,0.461455
9.93,8.35262,12.0559,11.5819,10.6131,rs0478 ,0.39,0.414843
7.81,6.8836,10.5523,10.7968,8.98634,rs0479 ,0.43,0.447942
8.59,8.00476,10.9319,10.9639,9.33932,rs0480 ,0.52,0.52391
8.49,8.01769,10.9069,10.9319,8.66666,rs0481 ,0.84,0.81583
8.57,7.22591,10.9319,11.0249,9.00521,rs0482 ,0.44,0.447148
7.75,8.31244,9.88067,10.786,7.90431,rs0483 ,0.83,0.887749
8.29,7.71256,10.7859,11.0219,8.54191,rs0484 ,0.69,0.684164
8.35,8.47331,10.9079,10.9059,9.31323,rs0485 ,0.82,0.892822
8.23,6.98403,10.8396,10.8689,9.06938,rs0486 ,0.7,0.51878
8.31,7.36737,10.8413,10.8759,9.45827,rs0487 ,0.64,0.715174
7.75,7.66272,11.0189,11.0109,8.9425,rs0488 ,0.63,0.642052
8.05,7.56834,10.6665,10.8421,8.61458,rs0489 ,0.75,0.85688
8.55,7.88207,10.856,10.9289,8.59669,rs0490 ,0.55,0.562759
10.11,9.04051,11.3779,11.6549,9.29777,rs0491 ,0.27,0.296128
8.65,7.50782,11.0189,11.0109,9.26685,rs0492 ,0.55,0.523138
8.67,8.69564,10.9369,10.9779,9.17141,rs0493 ,0.95,0.975735
9.73,9.002,11.4489,11.4209,9.48592,rs0494 ,0.73,0.760007
8.51,7.85067,10.9699,10.9389,9.20354,rs0495 ,0.84,0.867642
9.39,8.27968,11.2359,11.2179,9.59878,rs0496 ,0.42,0.426996
8.27,7.92707,12.9359,12.5169,8.74116,rs0497 ,0.59,0.582358
10.87,9.56942,12.3679,12.4939,9.50153,rs0498 ,0.86,0.872454
7.93,7.97251,10.5465,10.8189,8.56436,rs0499 ,0.82,0.84337
8.53,8.53757,12.9359,12.5169,8.25517,rs0500 ,0.69,0.713803
8.47,8.64577,12.3679,12.4939,8.53547,rs0501 ,0.77,0.74715
9.83,7.79371,11.4019,11.5279,9.75336,rs0502 ,0.13,0.174407
10.63,8.7849,12.9359,12.5169,10.2278,rs0503 ,0.67,0.716323
7.85,7.2542,10.3426,10.8041,8.45959,rs0504 ,0.4,0.397673
10.73,9.77211,12.9359,12.5169,9.86037,rs0505 ,0.94,0.956354
7.97,7.39962,10.496,10.8265,8.65314,rs0506 ,0.32,0.320964
8.15,7.62197,10.8509,10.8669,8.47758,rs0507 ,0.94,0.949767
8.87,7.82103,11.0699,11.0519,9.5601,rs0508 ,0.24,0.274797
10.03,8.68772,11.4619,11.5509,9.31812,rs0509 ,0.47,0.635084
8.55,7.54957,10.8548,10.9379,9.07287,rs0510 ,0.58,0.71401
9.77,9.80653,11.2529,11.4589,8.43719,rs0511 ,0.69,0.812684
8.85,8.24819,10.9789,11.0489,8.77046,rs0512 ,0.91,0.925311
8.39,8.42276,10.7688,10.8929,8.35733,rs0513 ,0.67,0.664587
8.37,7.59241,10.8079,10.8889,8.99571,rs0514 ,0.47,0.474309
8.71,7.70699,10.7803,10.9299,8.46339,rs0515 ,0.85,0.762919
9.07,7.34979,11.3419,11.1829,9.77168,rs0516 ,0.26,0.265851
9.49,9.14295,11.2719,11.3409,9.15377,rs0517 ,0.68,0.775109
7.59,7.88711,9.88886,10.7582,8.26104,rs0518 ,0.75,0.755585
9.97,8.41843,11.7449,11.4959,9.83937,rs0519 ,0.6,0.6077
8.79,8.74173,11.1029,11.0189,9.78995,rs0520 ,0.87,0.882937
8.97,7.96347,11.0719,11.0929,9.57855,rs0521 ,0.24,0.231292
9.43,7.99728,11.5109,11.3309,9.64856,rs0522 ,0.79,0.806676
8.67,7.68971,10.5707,10.9867,8.68727,rs0523 ,0.5,0.41682
8.71,7.03691,11.1189,11.0209,9.68287,rs0524 ,0.36,0.357869
8.07,7.88813,10.415,10.8461,8.1539,rs0525 ,0.76,0.788048
8.83,8.67669,11.0329,11.0569,8.77836,rs0526 ,0.64,0.776189
7.75,7.87764,10.6801,10.786,8.481,rs0527 ,0.89,0.743838
10.23,8.93689,12.0869,11.9739,9.92569,rs0528 ,0.56,0.47621
8.49,8.33257,12.0869,11.9739,8.8028,rs0529 ,0.62,0.617189
7.59,7.18873,10.2017,10.7582,8.67033,rs0530 ,0.31,0.304843
10.07,9.17921,12.0869,11.9739,10.0731,rs0531 ,0.75,0.839337
9.05,9.18213,11.1159,11.1529,8.86242,rs0532 ,0.95,0.950741
10.09,8.86611,11.5809,11.6249,9.92058,rs0533 ,0.6,0.582994
8.89,7.64844,11.1099,11.0809,9.19996,rs0534 ,0.28,0.350534
8.13,7.18952,10.5054,10.8582,8.41272,rs0535 ,0.37,0.368883
9.15,8.96159,11.1669,11.1709,9.09984,rs0536 ,0.76,0.758
9.83,9.7813,11.2769,11.4469,8.92344,rs0537 ,0.93,0.925
9.75,8.07428,11.5029,11.4539,9.68714,rs0538 ,0.23,0.272181
7.91,8.12416,11.4399,11.5679,8.06431,rs0539 ,0.7,0.692986
10.07,9.83959,11.4399,11.5679,8.75248,rs0540 ,0.53,0.682422
9.29,9.58118,11.1169,11.2339,8.75731,rs0541 ,0.85,0.901046
8.47,7.3566,11.0549,10.9649,9.43515,rs0542 ,0.61,0.69838
8.73,7.45497,11.1489,10.9959,9.5618,rs0543 ,0.69,0.703158
8.25,7.87593,10.8406,10.8699,9.59051,rs0545 ,0.46,0.499817
9.23,7.69204,11.4129,11.2399,9.90627,rs0546 ,0.85,0.842089
9.65,9.31071,11.9079,11.4609,10.0285,rs0547 ,0.7,0.360175
8.59,7.84649,11.9079,11.4609,9.17704,rs0548 ,0.37,0.368576
9.01,8.45034,11.9079,11.4609,9.33195,rs0549 ,0.75,0.751461
8.43,7.93473,10.8535,10.9069,8.89335,rs0550 ,0.82,0.768549
8.01,7.0607,10.9619,10.9299,8.42317,rs0551 ,0.45,0.439151
8.39,7.52549,10.9619,10.9299,9.42796,rs0552 ,0.5,0.502302
8.67,7.56181,11.1019,10.9899,9.45424,rs0553 ,0.47,0.464589
10.59,9.98683,11.9249,12.0999,9.72636,rs0554 ,0.64,0.68757
9.71,7.98677,11.5769,11.3939,10.0745,rs0555 ,0.26,0.246734
8.23,7.24842,10.9389,10.9009,9.35117,rs0556 ,0.61,0.661862
8.69,8.64188,10.5522,10.9923,7.72811,rs0557 ,0.79,0.793521
8.67,8.53027,10.635,10.9867,7.70812,rs0558 ,0.77,0.756287
8.71,8.98518,10.9469,10.9629,8.88903,rs0559 ,0.92,0.936256
9.47,8.72585,11.3619,11.3029,9.28607,rs0560 ,0.51,0.557979
10.95,8.78119,12.4409,12.5399,9.63545,rs0561 ,0.85,0.855587
8.47,7.73375,10.9169,10.9229,9.32404,rs0562 ,0.4,0.399809
8.91,7.43529,11.0949,10.9879,9.71932,rs0564 ,0.66,0.589759
8.31,7.31092,10.9139,10.9359,8.98457,rs0565 ,0.45,0.528753
8.69,8.15495,10.9899,10.9639,8.67287,rs0566 ,0.77,0.772059
9.49,9.80194,11.0689,11.2949,8.51942,rs0567 ,0.55,0.510793
8.69,7.90049,11.0299,11.0299,9.3239,rs0568 ,0.69,0.710164
7.99,8.14385,10.4776,10.8304,8.25741,rs0569 ,0.74,0.755037
9.51,9.44894,11.1509,11.2969,8.12234,rs0570 ,0.79,0.811529
8.31,7.709,10.9689,10.9079,9.20416,rs0571 ,0.67,0.74619
9.69,8.84485,11.4019,11.3729,9.66834,rs0572 ,0.79,0.780389
8.67,7.75247,11.1109,11.0089,9.22441,rs0573 ,0.94,0.941773
9.87,8.23052,11.8549,11.4779,10.0425,rs0574 ,0.8,0.895527
8.19,7.75005,11.8549,11.4779,8.3778,rs0575 ,0.36,0.372077
7.97,7.61211,10.4142,10.8265,8.88254,rs0576 ,0.51,0.525612
8.53,7.51452,11.0019,11.0119,9.05465,rs0577 ,0.81,0.903622
9.55,8.10008,11.5079,11.3589,9.69105,rs0578 ,0.86,0.863967
10.03,8.68821,11.7029,11.6019,9.51824,rs0579 ,0.64,0.675659
8.13,7.50639,10.8106,10.8659,8.61104,rs0580 ,0.8,0.840183
7.99,7.22017,10.5246,10.8304,8.8741,rs0581 ,0.45,0.52541
10.13,8.66235,11.5269,11.7149,9.61197,rs0582 ,0.31,0.425
8.45,8.00446,10.7437,10.9296,9.01694,rs0583 ,0.49,0.477681
8.33,7.8217,10.8086,10.8899,8.92963,rs0584 ,0.81,0.796093
8.73,7.99152,10.9979,10.9799,9.43879,rs0585 ,0.62,0.629792
8.37,8.36488,10.8282,10.8829,9.1368,rs0586 ,0.81,0.817557
10.07,9.59569,11.6209,11.6059,9.23088,rs0587 ,0.88,0.883848
9.17,7.84526,11.6209,11.6059,8.93818,rs0588 ,0.39,0.40068
8.35,8.76867,10.8211,10.8919,8.52118,rs0589 ,0.75,0.746848
9.61,8.15224,11.3829,11.3669,9.80095,rs0590 ,0.28,0.281979
10.11,8.38582,11.6079,11.5589,9.40334,rs0591 ,0.36,0.429632
8.87,8.70307,10.9109,11.1089,7.83069,rs0592 ,0.65,0.641931
9.23,8.46208,11.2649,11.3999,8.09269,rs0593 ,0.89,0.835544
9.07,8.05295,11.2649,11.3999,8.06223,rs0594 ,0.42,0.416639
10.09,9.64686,11.5289,11.6569,8.75914,rs0595 ,0.37,0.369438
9.35,9.66767,11.2649,11.3999,7.8821,rs0596 ,0.78,0.749195
8.59,7.75594,11.2649,11.3999,8.31517,rs0597 ,0.66,0.740406
9.89,9.54246,11.4399,11.5029,8.6143,rs0598 ,0.74,0.696585
9.39,8.56823,11.1999,11.2629,8.82806,rs0599 ,0.95,0.964419
9.35,8.10039,11.2319,11.2349,9.09685,rs0600 ,0.81,0.781503
8.99,8.32111,10.9909,11.0909,8.43681,rs0602 ,0.48,0.484477
10.67,8.74109,11.7899,12.0229,9.57122,rs0603 ,0.27,0.25952
8.51,7.91673,14.1009,14.1649,8.20569,rs0604 ,0.7,0.688445
8.51,7.85579,12.3919,12.4499,8.29049,rs0605 ,0.48,0.474179
8.41,7.96322,14.1009,14.1649,8.24174,rs0606 ,0.45,0.435482
8.79,8.28843,14.1009,14.1649,7.7139,rs0607 ,0.87,0.836384
10.09,9.80399,11.4279,11.6139,8.61762,rs0608 ,0.94,0.944911
9.03,8.74073,10.9979,11.1219,8.0715,rs0609 ,0.44,0.479282
10.23,10.1806,11.5099,11.6979,8.5729,rs0610 ,0.49,0.645321
8.69,8.5047,11.2879,11.3869,7.89803,rs0611 ,0.69,0.9297
10.85,10.1933,12.3919,12.4499,9.42828,rs0612 ,0.74,0.859013
7.71,7.62646,14.1009,14.1649,8.94857,rs0613 ,0.58,0.621588
9.17,8.80167,10.9699,11.1239,7.82788,rs0614 ,0.73,0.722688
9.19,8.52433,12.3919,12.4499,8.94988,rs0615 ,0.39,0.401457
